variable,year,level
CONCPT1,2016,64721
CONCPT1,2016,NULL
CONCPT1,2017,10180
CONCPT1,2017,11771
CONCPT1,2017,14001
CONCPT1,2017,15130
CONCPT1,2017,15131
CONCPT1,2017,15734
CONCPT1,2017,15777
CONCPT1,2017,19303
CONCPT1,2017,19307
CONCPT1,2017,19340
CONCPT1,2017,19357
CONCPT1,2017,19364
CONCPT1,2017,22830
CONCPT1,2017,31080
CONCPT1,2017,31630
CONCPT1,2017,34502
CONCPT1,2017,34802
CONCPT1,2017,34803
CONCPT1,2017,35091
CONCPT1,2017,35221
CONCPT1,2017,36500
CONCPT1,2017,37237
CONCPT1,2017,37799
CONCPT1,2017,38505
CONCPT1,2017,38525
CONCPT1,2017,38900
CONCPT1,2017,41899
CONCPT1,2017,42426
CONCPT1,2017,43880
CONCPT1,2017,44120
CONCPT1,2017,44121
CONCPT1,2017,44141
CONCPT1,2017,44950
CONCPT1,2017,47562
CONCPT1,2017,49000
CONCPT1,2017,49203
CONCPT1,2017,49560
CONCPT1,2017,49565
CONCPT1,2017,49566
CONCPT1,2017,50780
CONCPT1,2017,50785
CONCPT1,2017,51102
CONCPT1,2017,51860
CONCPT1,2017,52005
CONCPT1,2017,52332
CONCPT1,2017,57250
CONCPT1,2017,58150
CONCPT1,2017,58571
CONCPT1,2017,60650
CONCPT1,2017,61500
CONCPT1,2017,62272
CONCPT1,2017,74420
CONCPT1,2017,75952
CONCPT1,2017,77001
CONCPT1,2017,NULL
CONCPT1,2018,0254T
CONCPT1,2018,11606
CONCPT1,2018,11626
CONCPT1,2018,11644
CONCPT1,2018,11922
CONCPT1,2018,13101
CONCPT1,2018,15738
CONCPT1,2018,15830
CONCPT1,2018,19303
CONCPT1,2018,19307
CONCPT1,2018,19340
CONCPT1,2018,19357
CONCPT1,2018,21825
CONCPT1,2018,31535
CONCPT1,2018,34151
CONCPT1,2018,34705
CONCPT1,2018,34706
CONCPT1,2018,34713
CONCPT1,2018,35221
CONCPT1,2018,35251
CONCPT1,2018,35509
CONCPT1,2018,35840
CONCPT1,2018,35860
CONCPT1,2018,37191
CONCPT1,2018,38525
CONCPT1,2018,38780
CONCPT1,2018,44180
CONCPT1,2018,44620
CONCPT1,2018,44625
CONCPT1,2018,44700
CONCPT1,2018,45378
CONCPT1,2018,49561
CONCPT1,2018,49657
CONCPT1,2018,50715
CONCPT1,2018,50785
CONCPT1,2018,51102
CONCPT1,2018,51703
CONCPT1,2018,52000
CONCPT1,2018,52005
CONCPT1,2018,52332
CONCPT1,2018,58150
CONCPT1,2018,58571
CONCPT1,2018,58670
CONCPT1,2018,58720
CONCPT1,2018,58956
CONCPT1,2018,NULL
CONCPT1,2019,11626
CONCPT1,2019,12004
CONCPT1,2019,13101
CONCPT1,2019,15630
CONCPT1,2019,15734
CONCPT1,2019,15777
CONCPT1,2019,19301
CONCPT1,2019,19303
CONCPT1,2019,19318
CONCPT1,2019,19340
CONCPT1,2019,19357
CONCPT1,2019,21025
CONCPT1,2019,21230
CONCPT1,2019,31525
CONCPT1,2019,34705
CONCPT1,2019,35556
CONCPT1,2019,37236
CONCPT1,2019,38525
CONCPT1,2019,43281
CONCPT1,2019,43611
CONCPT1,2019,43830
CONCPT1,2019,44140
CONCPT1,2019,44204
CONCPT1,2019,44625
CONCPT1,2019,47562
CONCPT1,2019,49561
CONCPT1,2019,50545
CONCPT1,2019,50548
CONCPT1,2019,50780
CONCPT1,2019,50785
CONCPT1,2019,52005
CONCPT1,2019,52204
CONCPT1,2019,54065
CONCPT1,2019,56633
CONCPT1,2019,57410
CONCPT1,2019,58150
CONCPT1,2019,58210
CONCPT1,2019,58260
CONCPT1,2019,58661
CONCPT1,2019,61580
CONCPT1,2019,NULL
CONCPT1,2020,15734
CONCPT1,2020,15756
CONCPT1,2020,15777
CONCPT1,2020,19302
CONCPT1,2020,19303
CONCPT1,2020,19357
CONCPT1,2020,20670
CONCPT1,2020,20690
CONCPT1,2020,34401
CONCPT1,2020,34701
CONCPT1,2020,34705
CONCPT1,2020,35221
CONCPT1,2020,35251
CONCPT1,2020,35331
CONCPT1,2020,35355
CONCPT1,2020,36590
CONCPT1,2020,37232
CONCPT1,2020,38100
CONCPT1,2020,38500
CONCPT1,2020,38525
CONCPT1,2020,38780
CONCPT1,2020,38900
CONCPT1,2020,43246
CONCPT1,2020,44139
CONCPT1,2020,44140
CONCPT1,2020,44700
CONCPT1,2020,47120
CONCPT1,2020,47563
CONCPT1,2020,47600
CONCPT1,2020,49250
CONCPT1,2020,49320
CONCPT1,2020,49560
CONCPT1,2020,49561
CONCPT1,2020,49568
CONCPT1,2020,49585
CONCPT1,2020,50234
CONCPT1,2020,51555
CONCPT1,2020,51860
CONCPT1,2020,52000
CONCPT1,2020,52005
CONCPT1,2020,52332
CONCPT1,2020,56633
CONCPT1,2020,57282
CONCPT1,2020,57283
CONCPT1,2020,58150
CONCPT1,2020,58210
CONCPT1,2020,58548
CONCPT1,2020,61500
CONCPT1,2020,76940
CONCPT1,2020,NULL
CONCPT1,2021,12034
CONCPT1,2021,13101
CONCPT1,2021,15734
CONCPT1,2021,15756
CONCPT1,2021,19301
CONCPT1,2021,19303
CONCPT1,2021,19305
CONCPT1,2021,19340
CONCPT1,2021,19350
CONCPT1,2021,19357
CONCPT1,2021,19364
CONCPT1,2021,30580
CONCPT1,2021,34701
CONCPT1,2021,35572
CONCPT1,2021,36140
CONCPT1,2021,38100
CONCPT1,2021,44120
CONCPT1,2021,44140
CONCPT1,2021,44145
CONCPT1,2021,44204
CONCPT1,2021,44320
CONCPT1,2021,44970
CONCPT1,2021,45550
CONCPT1,2021,47370
CONCPT1,2021,47562
CONCPT1,2021,47600
CONCPT1,2021,49560
CONCPT1,2021,49566
CONCPT1,2021,49572
CONCPT1,2021,49585
CONCPT1,2021,50220
CONCPT1,2021,50715
CONCPT1,2021,51550
CONCPT1,2021,51590
CONCPT1,2021,52000
CONCPT1,2021,52005
CONCPT1,2021,52224
CONCPT1,2021,52260
CONCPT1,2021,52282
CONCPT1,2021,52330
CONCPT1,2021,52332
CONCPT1,2021,55250
CONCPT1,2021,57282
CONCPT1,2021,57425
CONCPT1,2021,58150
CONCPT1,2021,58210
CONCPT1,2021,58260
CONCPT1,2021,58570
CONCPT1,2021,58661
CONCPT1,2021,58940
CONCPT1,2021,61500
CONCPT1,2021,NULL
CONCPT1,2022,11005
CONCPT1,2022,11008
CONCPT1,2022,11400
CONCPT1,2022,11971
CONCPT1,2022,13101
CONCPT1,2022,14301
CONCPT1,2022,15734
CONCPT1,2022,15777
CONCPT1,2022,19301
CONCPT1,2022,19303
CONCPT1,2022,19307
CONCPT1,2022,19350
CONCPT1,2022,20205
CONCPT1,2022,20922
CONCPT1,2022,22905
CONCPT1,2022,31535
CONCPT1,2022,35221
CONCPT1,2022,36561
CONCPT1,2022,36590
CONCPT1,2022,38100
CONCPT1,2022,38525
CONCPT1,2022,38900
CONCPT1,2022,42226
CONCPT1,2022,44120
CONCPT1,2022,44140
CONCPT1,2022,44141
CONCPT1,2022,44145
CONCPT1,2022,44157
CONCPT1,2022,44227
CONCPT1,2022,44340
CONCPT1,2022,45300
CONCPT1,2022,47600
CONCPT1,2022,49203
CONCPT1,2022,49560
CONCPT1,2022,49561
CONCPT1,2022,49565
CONCPT1,2022,49653
CONCPT1,2022,50205
CONCPT1,2022,50230
CONCPT1,2022,50240
CONCPT1,2022,50715
CONCPT1,2022,50845
CONCPT1,2022,51102
CONCPT1,2022,51860
CONCPT1,2022,52000
CONCPT1,2022,52005
CONCPT1,2022,52240
CONCPT1,2022,52260
CONCPT1,2022,52310
CONCPT1,2022,52332
CONCPT1,2022,57250
CONCPT1,2022,57280
CONCPT1,2022,57282
CONCPT1,2022,58150
CONCPT1,2022,58200
CONCPT1,2022,58552
CONCPT1,2022,58662
CONCPT1,2022,58700
CONCPT1,2022,58951
CONCPT1,2022,60540
CONCPT1,2022,61618
CONCPT1,2022,NULL
CONCPT1,2023,11646
CONCPT1,2023,13132
CONCPT1,2023,15730
CONCPT1,2023,15734
CONCPT1,2023,15830
CONCPT1,2023,19301
CONCPT1,2023,19303
CONCPT1,2023,19340
CONCPT1,2023,19371
CONCPT1,2023,20680
CONCPT1,2023,21012
CONCPT1,2023,21044
CONCPT1,2023,21558
CONCPT1,2023,30150
CONCPT1,2023,31360
CONCPT1,2023,34502
CONCPT1,2023,36590
CONCPT1,2023,38102
CONCPT1,2023,38724
CONCPT1,2023,38747
CONCPT1,2023,38900
CONCPT1,2023,42415
CONCPT1,2023,43246
CONCPT1,2023,43621
CONCPT1,2023,44120
CONCPT1,2023,44121
CONCPT1,2023,44139
CONCPT1,2023,44140
CONCPT1,2023,44145
CONCPT1,2023,44158
CONCPT1,2023,44626
CONCPT1,2023,44700
CONCPT1,2023,44970
CONCPT1,2023,45119
CONCPT1,2023,45126
CONCPT1,2023,47100
CONCPT1,2023,47562
CONCPT1,2023,49000
CONCPT1,2023,49595
CONCPT1,2023,49617
CONCPT1,2023,49618
CONCPT1,2023,49905
CONCPT1,2023,50220
CONCPT1,2023,50230
CONCPT1,2023,50240
CONCPT1,2023,50605
CONCPT1,2023,50820
CONCPT1,2023,51555
CONCPT1,2023,51590
CONCPT1,2023,51595
CONCPT1,2023,51865
CONCPT1,2023,52005
CONCPT1,2023,52332
CONCPT1,2023,54161
CONCPT1,2023,57240
CONCPT1,2023,57283
CONCPT1,2023,57425
CONCPT1,2023,58150
CONCPT1,2023,58542
CONCPT1,2023,58571
CONCPT1,2023,58661
CONCPT1,2023,58720
CONCPT1,2023,58953
CONCPT1,2023,59514
CONCPT1,2023,61500
CONCPT1,2023,NULL
CONCPT10,2013,NULL
CONCPT10,2014,NULL
CONCPT10,2015,NULL
CONCPT10,2016,NULL
CONCPT10,2017,NULL
CONCPT10,2018,NULL
CONCPT10,2019,NULL
CONCPT10,2020,NULL
CONCPT10,2021,NULL
CONCPT10,2022,NULL
CONCPT10,2023,NULL
CONCPT2,2013,11045
CONCPT2,2013,15131
CONCPT2,2013,15738
CONCPT2,2013,15777
CONCPT2,2013,19303
CONCPT2,2013,19357
CONCPT2,2013,31225
CONCPT2,2013,31610
CONCPT2,2013,32551
CONCPT2,2013,32662
CONCPT2,2013,34802
CONCPT2,2013,34812
CONCPT2,2013,35081
CONCPT2,2013,35331
CONCPT2,2013,36245
CONCPT2,2013,41145
CONCPT2,2013,44139
CONCPT2,2013,44661
CONCPT2,2013,47001
CONCPT2,2013,47562
CONCPT2,2013,49000
CONCPT2,2013,49255
CONCPT2,2013,49560
CONCPT2,2013,50605
CONCPT2,2013,52005
CONCPT2,2013,52332
CONCPT2,2013,64721
CONCPT2,2013,74420
CONCPT2,2013,75625
CONCPT2,2013,75726
CONCPT2,2013,NULL
CONCPT2,2014,12035
CONCPT2,2014,15130
CONCPT2,2014,15131
CONCPT2,2014,15271
CONCPT2,2014,15777
CONCPT2,2014,19301
CONCPT2,2014,19357
CONCPT2,2014,27720
CONCPT2,2014,32662
CONCPT2,2014,34151
CONCPT2,2014,34800
CONCPT2,2014,34803
CONCPT2,2014,34812
CONCPT2,2014,34847
CONCPT2,2014,35251
CONCPT2,2014,36252
CONCPT2,2014,37221
CONCPT2,2014,38100
CONCPT2,2014,38724
CONCPT2,2014,43112
CONCPT2,2014,43200
CONCPT2,2014,44120
CONCPT2,2014,52000
CONCPT2,2014,55840
CONCPT2,2014,62141
CONCPT2,2014,75726
CONCPT2,2014,NULL
CONCPT2,2015,14301
CONCPT2,2015,15130
CONCPT2,2015,15131
CONCPT2,2015,15757
CONCPT2,2015,15777
CONCPT2,2015,19303
CONCPT2,2015,19357
CONCPT2,2015,31805
CONCPT2,2015,32662
CONCPT2,2015,32674
CONCPT2,2015,34802
CONCPT2,2015,34825
CONCPT2,2015,34826
CONCPT2,2015,37221
CONCPT2,2015,37236
CONCPT2,2015,43112
CONCPT2,2015,44015
CONCPT2,2015,47100
CONCPT2,2015,50220
CONCPT2,2015,51555
CONCPT2,2015,51590
CONCPT2,2015,97605
CONCPT2,2015,NULL
CONCPT2,2016,11045
CONCPT2,2016,15004
CONCPT2,2016,15130
CONCPT2,2016,15131
CONCPT2,2016,15734
CONCPT2,2016,19318
CONCPT2,2016,19357
CONCPT2,2016,34825
CONCPT2,2016,35206
CONCPT2,2016,37236
CONCPT2,2016,37660
CONCPT2,2016,38900
CONCPT2,2016,42842
CONCPT2,2016,44139
CONCPT2,2016,44380
CONCPT2,2016,47399
CONCPT2,2016,49560
CONCPT2,2016,52000
CONCPT2,2016,52332
CONCPT2,2016,56632
CONCPT2,2016,60540
CONCPT2,2016,97606
CONCPT2,2016,NULL
CONCPT2,2017,10180
CONCPT2,2017,11463
CONCPT2,2017,12037
CONCPT2,2017,15130
CONCPT2,2017,15131
CONCPT2,2017,15220
CONCPT2,2017,15777
CONCPT2,2017,19301
CONCPT2,2017,19303
CONCPT2,2017,19316
CONCPT2,2017,19340
CONCPT2,2017,19357
CONCPT2,2017,35221
CONCPT2,2017,36561
CONCPT2,2017,37236
CONCPT2,2017,38525
CONCPT2,2017,41874
CONCPT2,2017,43610
CONCPT2,2017,44120
CONCPT2,2017,47600
CONCPT2,2017,49568
CONCPT2,2017,52000
CONCPT2,2017,52005
CONCPT2,2017,57106
CONCPT2,2017,57425
CONCPT2,2017,61501
CONCPT2,2017,75952
CONCPT2,2017,75953
CONCPT2,2017,97606
CONCPT2,2017,NULL
CONCPT2,2018,11043
CONCPT2,2018,13102
CONCPT2,2018,15130
CONCPT2,2018,15734
CONCPT2,2018,15777
CONCPT2,2018,15830
CONCPT2,2018,15847
CONCPT2,2018,19303
CONCPT2,2018,19380
CONCPT2,2018,34705
CONCPT2,2018,34709
CONCPT2,2018,34812
CONCPT2,2018,37236
CONCPT2,2018,38724
CONCPT2,2018,38900
CONCPT2,2018,44145
CONCPT2,2018,44213
CONCPT2,2018,51703
CONCPT2,2018,52000
CONCPT2,2018,52005
CONCPT2,2018,74420
CONCPT2,2018,76937
CONCPT2,2018,NULL
CONCPT2,2019,11606
CONCPT2,2019,13102
CONCPT2,2019,14060
CONCPT2,2019,14301
CONCPT2,2019,15100
CONCPT2,2019,15777
CONCPT2,2019,15860
CONCPT2,2019,30465
CONCPT2,2019,31050
CONCPT2,2019,34201
CONCPT2,2019,35701
CONCPT2,2019,37236
CONCPT2,2019,37237
CONCPT2,2019,38525
CONCPT2,2019,38724
CONCPT2,2019,38900
CONCPT2,2019,44955
CONCPT2,2019,45395
CONCPT2,2019,51900
CONCPT2,2019,58720
CONCPT2,2019,NULL
CONCPT2,2020,11606
CONCPT2,2020,14301
CONCPT2,2020,15100
CONCPT2,2020,15734
CONCPT2,2020,15777
CONCPT2,2020,19303
CONCPT2,2020,19357
CONCPT2,2020,24345
CONCPT2,2020,34502
CONCPT2,2020,34709
CONCPT2,2020,34713
CONCPT2,2020,35341
CONCPT2,2020,35372
CONCPT2,2020,37565
CONCPT2,2020,38747
CONCPT2,2020,39560
CONCPT2,2020,44143
CONCPT2,2020,44145
CONCPT2,2020,47370
CONCPT2,2020,49568
CONCPT2,2020,49585
CONCPT2,2020,50715
CONCPT2,2020,51703
CONCPT2,2020,51840
CONCPT2,2020,52204
CONCPT2,2020,57240
CONCPT2,2020,57250
CONCPT2,2020,57260
CONCPT2,2020,58150
CONCPT2,2020,62141
CONCPT2,2020,74420
CONCPT2,2020,74430
CONCPT2,2020,76705
CONCPT2,2020,NULL
CONCPT2,2021,13100
CONCPT2,2021,14301
CONCPT2,2021,19307
CONCPT2,2021,19316
CONCPT2,2021,19370
CONCPT2,2021,38500
CONCPT2,2021,38525
CONCPT2,2021,38720
CONCPT2,2021,38747
CONCPT2,2021,38900
CONCPT2,2021,44310
CONCPT2,2021,44700
CONCPT2,2021,44950
CONCPT2,2021,45110
CONCPT2,2021,45990
CONCPT2,2021,47100
CONCPT2,2021,49568
CONCPT2,2021,50780
CONCPT2,2021,51565
CONCPT2,2021,51590
CONCPT2,2021,51860
CONCPT2,2021,52005
CONCPT2,2021,52310
CONCPT2,2021,52332
CONCPT2,2021,57120
CONCPT2,2021,57250
CONCPT2,2021,58150
CONCPT2,2021,58660
CONCPT2,2021,62140
CONCPT2,2021,74420
CONCPT2,2021,76937
CONCPT2,2021,NULL
CONCPT2,2022,11606
CONCPT2,2022,13102
CONCPT2,2022,15771
CONCPT2,2022,15860
CONCPT2,2022,19303
CONCPT2,2022,19307
CONCPT2,2022,32551
CONCPT2,2022,38525
CONCPT2,2022,38570
CONCPT2,2022,38900
CONCPT2,2022,43332
CONCPT2,2022,43775
CONCPT2,2022,43840
CONCPT2,2022,44139
CONCPT2,2022,44140
CONCPT2,2022,44146
CONCPT2,2022,44238
CONCPT2,2022,44700
CONCPT2,2022,44950
CONCPT2,2022,49203
CONCPT2,2022,49321
CONCPT2,2022,49402
CONCPT2,2022,49560
CONCPT2,2022,49568
CONCPT2,2022,51565
CONCPT2,2022,52005
CONCPT2,2022,52351
CONCPT2,2022,57425
CONCPT2,2022,58661
CONCPT2,2022,74420
CONCPT2,2022,76942
CONCPT2,2022,97606
CONCPT2,2022,NULL
CONCPT2,2023,13133
CONCPT2,2023,15734
CONCPT2,2023,15777
CONCPT2,2023,15847
CONCPT2,2023,19303
CONCPT2,2023,27075
CONCPT2,2023,30150
CONCPT2,2023,31225
CONCPT2,2023,36590
CONCPT2,2023,38525
CONCPT2,2023,38724
CONCPT2,2023,38747
CONCPT2,2023,38900
CONCPT2,2023,41140
CONCPT2,2023,44120
CONCPT2,2023,44139
CONCPT2,2023,44140
CONCPT2,2023,44145
CONCPT2,2023,44603
CONCPT2,2023,44615
CONCPT2,2023,44625
CONCPT2,2023,44700
CONCPT2,2023,44955
CONCPT2,2023,45400
CONCPT2,2023,45999
CONCPT2,2023,47600
CONCPT2,2023,49020
CONCPT2,2023,49594
CONCPT2,2023,49596
CONCPT2,2023,52000
CONCPT2,2023,52005
CONCPT2,2023,55040
CONCPT2,2023,55840
CONCPT2,2023,57283
CONCPT2,2023,58150
CONCPT2,2023,58200
CONCPT2,2023,58571
CONCPT2,2023,61581
CONCPT2,2023,69501
CONCPT2,2023,76998
CONCPT2,2023,NULL
CONCPT3,2013,11646
CONCPT3,2013,19357
CONCPT3,2013,34812
CONCPT3,2013,35131
CONCPT3,2013,35531
CONCPT3,2013,36200
CONCPT3,2013,36245
CONCPT3,2013,37221
CONCPT3,2013,49565
CONCPT3,2013,76998
CONCPT3,2013,NULL
CONCPT3,2014,12037
CONCPT3,2014,19301
CONCPT3,2014,19357
CONCPT3,2014,20690
CONCPT3,2014,32674
CONCPT3,2014,34803
CONCPT3,2014,34804
CONCPT3,2014,34812
CONCPT3,2014,35226
CONCPT3,2014,37236
CONCPT3,2014,43246
CONCPT3,2014,47100
CONCPT3,2014,75953
CONCPT3,2014,77001
CONCPT3,2014,NULL
CONCPT3,2015,14001
CONCPT3,2015,15100
CONCPT3,2015,15130
CONCPT3,2015,15131
CONCPT3,2015,19357
CONCPT3,2015,32662
CONCPT3,2015,34803
CONCPT3,2015,34825
CONCPT3,2015,35472
CONCPT3,2015,37223
CONCPT3,2015,37236
CONCPT3,2015,38525
CONCPT3,2015,49205
CONCPT3,2015,NULL
CONCPT3,2016,11606
CONCPT3,2016,13101
CONCPT3,2016,13132
CONCPT3,2016,19303
CONCPT3,2016,19357
CONCPT3,2016,25020
CONCPT3,2016,44120
CONCPT3,2016,49566
CONCPT3,2016,NULL
CONCPT3,2017,15734
CONCPT3,2017,15756
CONCPT3,2017,19307
CONCPT3,2017,19357
CONCPT3,2017,21026
CONCPT3,2017,34825
CONCPT3,2017,34834
CONCPT3,2017,38525
CONCPT3,2017,38900
CONCPT3,2017,43246
CONCPT3,2017,44143
CONCPT3,2017,47120
CONCPT3,2017,58661
CONCPT3,2017,NULL
CONCPT3,2018,11046
CONCPT3,2018,14000
CONCPT3,2018,15131
CONCPT3,2018,15777
CONCPT3,2018,19303
CONCPT3,2018,21620
CONCPT3,2018,34713
CONCPT3,2018,34715
CONCPT3,2018,37221
CONCPT3,2018,37242
CONCPT3,2018,44139
CONCPT3,2018,44187
CONCPT3,2018,52005
CONCPT3,2018,NULL
CONCPT3,2019,14040
CONCPT3,2019,14302
CONCPT3,2019,19357
CONCPT3,2019,31205
CONCPT3,2019,37221
CONCPT3,2019,38900
CONCPT3,2019,42440
CONCPT3,2019,52332
CONCPT3,2019,NULL
CONCPT3,2020,14302
CONCPT3,2020,15273
CONCPT3,2020,15734
CONCPT3,2020,15777
CONCPT3,2020,34709
CONCPT3,2020,34713
CONCPT3,2020,34834
CONCPT3,2020,38525
CONCPT3,2020,38745
CONCPT3,2020,38900
CONCPT3,2020,44139
CONCPT3,2020,47380
CONCPT3,2020,47600
CONCPT3,2020,49560
CONCPT3,2020,50780
CONCPT3,2020,50785
CONCPT3,2020,51990
CONCPT3,2020,52005
CONCPT3,2020,57250
CONCPT3,2020,57288
CONCPT3,2020,74420
CONCPT3,2020,76705
CONCPT3,2020,NULL
CONCPT3,2021,13102
CONCPT3,2021,14302
CONCPT3,2021,15734
CONCPT3,2021,15777
CONCPT3,2021,19328
CONCPT3,2021,19380
CONCPT3,2021,38900
CONCPT3,2021,44139
CONCPT3,2021,44204
CONCPT3,2021,45110
CONCPT3,2021,49203
CONCPT3,2021,50820
CONCPT3,2021,51865
CONCPT3,2021,52000
CONCPT3,2021,57295
CONCPT3,2021,57296
CONCPT3,2021,58720
CONCPT3,2021,76998
CONCPT3,2021,NULL
CONCPT3,2022,12032
CONCPT3,2022,19303
CONCPT3,2022,36590
CONCPT3,2022,38525
CONCPT3,2022,38780
CONCPT3,2022,38900
CONCPT3,2022,44160
CONCPT3,2022,48140
CONCPT3,2022,49204
CONCPT3,2022,49568
CONCPT3,2022,50715
CONCPT3,2022,53410
CONCPT3,2022,58200
CONCPT3,2022,97606
CONCPT3,2022,NULL
CONCPT3,2023,11008
CONCPT3,2023,15734
CONCPT3,2023,19303
CONCPT3,2023,19307
CONCPT3,2023,22905
CONCPT3,2023,31225
CONCPT3,2023,31525
CONCPT3,2023,35701
CONCPT3,2023,36260
CONCPT3,2023,38525
CONCPT3,2023,38724
CONCPT3,2023,38747
CONCPT3,2023,38900
CONCPT3,2023,44120
CONCPT3,2023,44139
CONCPT3,2023,44625
CONCPT3,2023,44700
CONCPT3,2023,44955
CONCPT3,2023,49205
CONCPT3,2023,52005
CONCPT3,2023,53215
CONCPT3,2023,55840
CONCPT3,2023,57288
CONCPT3,2023,58720
CONCPT3,2023,61600
CONCPT3,2023,NULL
CONCPT4,2013,0078T
CONCPT4,2013,0080T
CONCPT4,2013,30999
CONCPT4,2013,49568
CONCPT4,2013,76937
CONCPT4,2013,NULL
CONCPT4,2014,11000
CONCPT4,2014,34847
CONCPT4,2014,36200
CONCPT4,2014,36245
CONCPT4,2014,37236
CONCPT4,2014,NULL
CONCPT4,2015,21620
CONCPT4,2015,34825
CONCPT4,2015,34826
CONCPT4,2015,76937
CONCPT4,2015,NULL
CONCPT4,2016,43246
CONCPT4,2016,49568
CONCPT4,2016,NULL
CONCPT4,2017,15120
CONCPT4,2017,19357
CONCPT4,2017,36200
CONCPT4,2017,38900
CONCPT4,2017,42415
CONCPT4,2017,75953
CONCPT4,2017,NULL
CONCPT4,2018,19340
CONCPT4,2018,34713
CONCPT4,2018,37236
CONCPT4,2018,37252
CONCPT4,2018,44207
CONCPT4,2018,44700
CONCPT4,2018,57288
CONCPT4,2018,NULL
CONCPT4,2019,31230
CONCPT4,2019,37223
CONCPT4,2019,51040
CONCPT4,2019,55180
CONCPT4,2019,NULL
CONCPT4,2020,14301
CONCPT4,2020,34715
CONCPT4,2020,36251
CONCPT4,2020,44700
CONCPT4,2020,49000
CONCPT4,2020,52005
CONCPT4,2020,76705
CONCPT4,2020,76940
CONCPT4,2020,NULL
CONCPT4,2021,19350
CONCPT4,2021,38525
CONCPT4,2021,44145
CONCPT4,2021,44700
CONCPT4,2021,51595
CONCPT4,2021,52000
CONCPT4,2021,58660
CONCPT4,2021,NULL
CONCPT4,2022,19303
CONCPT4,2022,38102
CONCPT4,2022,44130
CONCPT4,2022,47380
CONCPT4,2022,51102
CONCPT4,2022,53446
CONCPT4,2022,NULL
CONCPT4,2023,10180
CONCPT4,2023,31230
CONCPT4,2023,36590
CONCPT4,2023,41135
CONCPT4,2023,44120
CONCPT4,2023,44146
CONCPT4,2023,44700
CONCPT4,2023,45112
CONCPT4,2023,47600
CONCPT4,2023,49203
CONCPT4,2023,50715
CONCPT4,2023,55840
CONCPT4,2023,NULL
CONCPT5,2013,15734
CONCPT5,2013,31610
CONCPT5,2013,75736
CONCPT5,2013,NULL
CONCPT5,2014,36251
CONCPT5,2014,NULL
CONCPT5,2015,23180
CONCPT5,2015,37223
CONCPT5,2015,75953
CONCPT5,2015,NULL
CONCPT5,2016,31600
CONCPT5,2016,NULL
CONCPT5,2017,15777
CONCPT5,2017,19303
CONCPT5,2017,34812
CONCPT5,2017,34834
CONCPT5,2017,NULL
CONCPT5,2018,19303
CONCPT5,2018,36247
CONCPT5,2018,37237
CONCPT5,2018,37253
CONCPT5,2018,44310
CONCPT5,2018,NULL
CONCPT5,2019,38724
CONCPT5,2019,54161
CONCPT5,2019,NULL
CONCPT5,2020,14302
CONCPT5,2020,34812
CONCPT5,2020,36252
CONCPT5,2020,43210
CONCPT5,2020,76705
CONCPT5,2020,NULL
CONCPT5,2021,38900
CONCPT5,2021,44700
CONCPT5,2021,55840
CONCPT5,2021,57287
CONCPT5,2021,NULL
CONCPT5,2022,44310
CONCPT5,2022,50715
CONCPT5,2022,NULL
CONCPT5,2023,15734
CONCPT5,2023,31610
CONCPT5,2023,44604
CONCPT5,2023,44700
CONCPT5,2023,49203
CONCPT5,2023,49596
CONCPT5,2023,51590
CONCPT5,2023,51860
CONCPT5,2023,NULL
CONCPT6,2013,NULL
CONCPT6,2014,NULL
CONCPT6,2015,NULL
CONCPT6,2016,NULL
CONCPT6,2017,NULL
CONCPT6,2018,NULL
CONCPT6,2019,NULL
CONCPT6,2020,NULL
CONCPT6,2021,38500
CONCPT6,2021,44139
CONCPT6,2021,NULL
CONCPT6,2022,44700
CONCPT6,2022,NULL
CONCPT6,2023,38724
CONCPT6,2023,44955
CONCPT6,2023,49204
CONCPT6,2023,49618
CONCPT6,2023,NULL
CONCPT7,2013,NULL
CONCPT7,2014,NULL
CONCPT7,2015,NULL
CONCPT7,2016,NULL
CONCPT7,2017,NULL
CONCPT7,2018,NULL
CONCPT7,2019,NULL
CONCPT7,2020,NULL
CONCPT7,2021,NULL
CONCPT7,2022,NULL
CONCPT7,2023,15830
CONCPT7,2023,40654
CONCPT7,2023,49203
CONCPT7,2023,50780
CONCPT7,2023,NULL
CONCPT8,2013,NULL
CONCPT8,2014,NULL
CONCPT8,2015,NULL
CONCPT8,2016,NULL
CONCPT8,2017,NULL
CONCPT8,2018,NULL
CONCPT8,2019,NULL
CONCPT8,2020,NULL
CONCPT8,2021,NULL
CONCPT8,2022,NULL
CONCPT8,2023,42235
CONCPT8,2023,52005
CONCPT8,2023,NULL
CONCPT9,2013,NULL
CONCPT9,2014,NULL
CONCPT9,2015,NULL
CONCPT9,2016,NULL
CONCPT9,2017,NULL
CONCPT9,2018,NULL
CONCPT9,2019,NULL
CONCPT9,2020,NULL
CONCPT9,2021,NULL
CONCPT9,2022,NULL
CONCPT9,2023,64999
CONCPT9,2023,NULL
CONCURR1,2013,ABLTJ OPN 1/> LVR TUM RF
CONCURR1,2013,BREAST RECONSTRUCTION FREE FLAP
CONCURR1,2013,BRST RCNSTJ IMMT/DLYD W/TISS EXPANDER SBSQ XPNSJ
